line,SubStart,SubEnd,Type,longstart,latstart,longend,latend
lne_3803_3901_1,LOSBANOS,MIDWAY,500,-120.8499151,37.0582786,-120.8895561,44.53048143
lne_1101_1401_1,CORONADO,PALOVRDE,500,-120.8895561,44.53048143,-112.6777087,33.3483711
lne_4101_4102_2,HANFORD,COULEE,500,-119.386667,46.583889,-119.0120921,47.9391662
lne_2401_2404_2,VINCENT,LUGO,500,-117.9227605,34.0982802,-117.3422682,34.3672238
lne_4202_4203_1,WCASCADE,WILLAMET,500,-122.1623725,47.4431185,-123.1386021,45.5469616
lne_4103_6202_1,BELL,GARRISON,500,-122.3436315,47.7465965,-112.81171,46.5232622
lne_6201_6202_1,COLSTRP,GARRISON,500,-106.6236368,45.8841618,-112.81171,46.5232622
lne_4101_4103_1,BELL,COULEE,500,-122.3436315,47.7465965,-119.0120921,47.9391662
lne_4008_6401_1,TRACYSPP,MALIN,345,-116.419389,38.8026097,-121.4086021,42.0126551
lne_6102_6103_1,BORAH,MIDPOINT,345,-114.7420408,44.0682019,-114.7420408,44.0682019
lne_6401_6404_1,TRACYSPP,GONDER,345,-116.419389,38.8026097,-114.8072,39.3363
lne_1004_7001_1,COLOEAST,SAN JUAN,345,-105.7820674,39.5500507,-108.2377519,36.3882439
lne_6501_6509_2,BENLOMND,TERMINAL,345,-111.960498,41.363274,-112.0093843,40.7557789
lne_1002_6506_1,FOURCORN,PINTO PS,345,-111.0937311,34.0489281,-111.0937311,39.3209801
lne_6502_6509_1,CAMP WIL,TERMINAL,345,-111.0937311,39.3209801,-112.0093843,40.7557789
lne_6102_6301_1,BRIDGER,MIDPOINT,345,-120.8895561,44.53048143,-114.7420408,44.0682019
lne_6502_6503_2,EMERY,CAMP WIL,345,-111.2487809,38.9230307,-111.0937311,39.3209801
lne_6503_6504_1,EMERY,MONA,345,-111.2487809,38.9230307,-111.8554907,39.8160656
lne_6504_7002_1,MONA,CRAIG,345,-111.8554907,39.8160656,-107.5464541,40.5152491
lne_2604_6504_2,MONA,INTERMT,345,-111.8554907,39.8160656,-119.4179324,36.778261
lne_6103_6501_1,BENLOMND,BORAH,345,-111.960498,41.363274,-114.7420408,44.0682019
lne_6501_6504_1,MONA,BENLOMND,345,-111.8554907,39.8160656,-111.960498,41.363274
lne_6103_6301_2,BORAH,BRIDGER,345,-114.7420408,44.0682019,-111.0937311,34.0489281
lne_1002_1102_1,FOURCORN,CHOLLA,345,-111.0937311,34.0489281,-111.0937311,34.0489281
lne_1002_1004_1,SAN JUAN,FOURCORN,345,-108.2377519,36.3882439,-111.0937311,34.0489281
lne_6501_6509_1,BENLOMND,TERMINAL,345,-111.960498,41.363274,-112.0093843,40.7557789
lne_6503_6505_1,PINTO,EMERY,345,-120.8895561,44.53048143,-111.2487809,38.9230307
lne_6103_6301_1,BORAH,BRIDGER,345,-114.7420408,44.0682019,-120.8895561,44.53048143
lne_7001_7002_1,COLOEAST,CRAIG,345,-105.7820674,39.5500507,-107.5464541,40.5152491
lne_6502_6504_1,MONA,CAMP WIL,345,-111.8554907,39.8160656,-111.0937311,39.3209801
lne_6503_6508_1,EMERY,SPAN FRK,345,-111.2487809,38.9230307,-111.0937311,39.3209801
lne_6302_7001_1,COLOEAST,LARAMIE,345,-105.7820674,39.5500507,-105.5911007,41.3113669
lne_6504_6507_2,MONA,SIGURD,345,-111.8554907,39.8160656,-111.9677038,38.840521
lne_6404_6507_1,GONDER,SIGURD,345,-114.8072,39.3363,-111.9677038,38.840521
lne_6502_6509_2,CAMP WIL,TERMINAL,345,-111.0937311,39.3209801,-112.0093843,40.7557789
lne_6103_6501_2,BENLOMND,BORAH,345,-111.960498,41.363274,-114.7420408,44.0682019
lne_6102_6403_1,MIDPOINT,VALMY,345,-114.7420408,44.0682019,-117.1281453,40.7922061
lne_6503_6507_1,EMERY,SIGURD,345,-111.2487809,38.9230307,-111.9677038,38.840521
lne_2604_6404_1,GONDER,INTERMT,345,-114.8072,39.3363,-119.4179324,36.778261
lne_6401_6403_1,TRACYSPP,VALMY,345,-116.419389,38.8026097,-117.1281453,40.7922061
lne_1002_1102_2,FOURCORN,CHOLLA,345,-111.0937311,34.0489281,-111.0937311,34.0489281
lne_6504_6507_1,MONA,SIGURD,345,-111.8554907,39.8160656,-111.9677038,38.840521
lne_6403_6404_1,VALMY,GONDER,345,-117.1281453,40.7922061,-114.8072,39.3363
lne_6502_6503_1,EMERY,CAMP WIL,345,-111.2487809,38.9230307,-111.0937311,39.3209801
lne_2604_6504_1,MONA,INTERMT,345,-111.8554907,39.8160656,-119.4179324,36.778261
lne_6501_6502_1,BENLOMND,CAMP WIL,345,-111.960498,41.363274,-111.0937311,39.3209801
lne_6502_6504_2,MONA,CAMP WIL,345,-111.8554907,39.8160656,-111.0937311,39.3209801
lne_6401_6403_2,TRACYSPP,VALMY,345,-116.419389,38.8026097,-117.1281453,40.7922061
lne_6503_6507_2,EMERY,SIGURD,345,-111.2487809,38.9230307,-111.9677038,38.840521
lne_1004_7002_1,CRAIG,SAN JUAN,345,-107.5464541,40.5152491,-108.2377519,36.3882439
lne_1303_6507_1,SIGURD,H ALLEN,345,-111.9677038,38.840521,-116.419389,38.8026097
lne_6502_6504_3,MONA,CAMP WIL,345,-111.8554907,39.8160656,-111.0937311,39.3209801
lne_6502_6508_1,CAMP WIL,SPAN FRK,345,-111.0937311,39.3209801,-111.0937311,39.3209801
lne_6502_6504_4,MONA,CAMP WIL,345,-111.8554907,39.8160656,-111.0937311,39.3209801
lne_2606_2607_1,VICTORVL,STA B2,287,-117.2927641,34.5362184,-118.2429406,37.20711714
lne_2605_2607_1,VICTORVL,STA B1,287,-117.2927641,34.5362184,-119.4179324,36.778261
lne_2409_2503_1,S.ONOFRE,MIRALOMA,230,-119.4179324,36.778261,-117.5159449,33.9845417
lne_6305_6510_2,BENLOMND,NAUGHTON,230,-111.960498,41.363274,-107.2902839,43.0759678
lne_3201_3203_1,C.COSTA,NEWARK,230,-119.2179324,35.778261,-122.0383968,37.5299765
lne_3303_3918_2,METCALF,MOSSLAND,230,-121.7459388,37.2205289,-121.8770281,37.3813573
lne_3501_3914_1,FULTON,IGNACIO,230,-122.7704616,38.4956463,-122.5385899,38.0701986
lne_3204_3205_1,PITSBURG,SOBRANTE,230,-121.8846806,38.0279762,-122.2952474,37.9771452
lne_2612_2620_1,VALLEY,RINALDI,230,-122.2000778,40.20072756,-118.5272048,34.27882352
lne_3204_3205_2,PITSBURG,SOBRANTE,230,-121.8846806,38.0279762,-122.2952474,37.9771452
lne_4009_4010_1,BIG EDDY,CELILO,230,-123.1622078,45.9320709,-120.8895561,44.53048143
