,freq,Base,lne_4001_8001_1,lne_4001_4204_1,lne_4001_4097_1,lne_4001_4094_1,lne_4001_4090_1,lne_3906_4001_2,lne_3906_4001_1
64,0.456,1.3991002461268458,1.4010201725177018,1.3990469390986304,1.3410580032179558,1.350394388299028,1.3998177334593835,1.3999547459965302,1.3999547459965302
65,0.46,1.3718606212314994,1.3742371906861524,1.3718071678975274,1.324317556205893,1.3332050848967651,1.372747404673361,1.3729259370599285,1.3729259370599285
66,0.464,1.3445431609076433,1.3474903521653723,1.3444895972107043,1.3078355538733855,1.315745964150055,1.3456437713262361,1.345874760486599,1.345874760486599
67,0.468,1.3169331351624787,1.32059423632262,1.316879506737946,1.2911884489556154,1.2979770288751604,1.3183030945989924,1.3186008354714451,1.3186008354714451
68,0.472,1.2887642228546115,1.293316644222198,1.2887105906746132,1.2742413041602088,1.279956356982071,1.290469694772822,1.2908531812084825,1.2908531812084825
69,0.476,1.2597254715736739,1.2653753610633311,1.259671921964112,1.2570068925484097,1.2617746883414982,1.2618381078044993,1.2623317144308472,1.2623317144308472
70,0.48,1.229502324447349,1.2364517402154613,1.2294489868027692,1.239559095270327,1.2435247060866865,1.232083315284759,1.232714913943237,1.232714913943237
71,0.484,1.1978827929256333,1.206243619192034,1.1978298700105183,1.2219885219836388,1.2252891345456463,1.2009464849363136,1.2017402187126907,1.2017402187126907
72,0.488,1.1649712957648577,1.1745974191342474,1.1649191083017818,1.2043822442067644,1.207137248757729,1.168419445879989,1.1693795648692997,1.1693795648692997
73,0.492,1.1315190111312987,1.1417646933161143,1.1314680375230384,1.1868157496780016,1.189124815407243,1.1350565472643617,1.1361410198677473,1.1361410198677473
74,0.496,1.0992170880779577,1.1087623623220138,1.0991679298568502,1.1693508846079923,1.1712954445883772,1.1023161402465405,1.1034113558883312,1.1034113558883312
75,0.5,1.0705291642628043,1.0775965179739582,1.070482334576664,1.1520365466375964,1.1536824376702421,1.0725614754350932,1.0734912946071322,1.0734912946071322
76,0.504,1.0476941190959839,1.0508515827271772,1.0476496828822999,1.1349104287727523,1.1363106599357973,1.0482525640135913,1.0488505153665904,1.0488505153665904
77,0.508,1.0314078886894222,1.0304416831651477,1.0313652610929542,1.1180009772499002,1.119198217908575,1.030564148027404,1.0307679180276534,1.0307679180276534
78,0.512,1.0204565201553706,1.0164163589051272,1.020414689210535,1.1013292015657106,1.102357869255885,1.0186763517606279,1.0185511579954472,1.0185511579954472
79,0.516,1.0126452995829347,1.0070616245787891,1.0126032736160968,1.0849102148318122,1.0857981677506958,1.0104755002161177,1.0101504848656886,1.0101504848656886
80,0.52,1.0059703923909877,1.0000966002569818,1.0059274908311913,1.0687544914928895,1.0695243759181983,1.0038100940863715,1.0034044824998265,1.0034044824998265
81,0.524,0.9991554333627121,0.9937154978091257,0.9991113208429913,1.052868872174329,1.0535391855710008,0.9972123168206307,0.9968037909293966,0.9968037909293966
82,0.528,0.991604287942484,0.9868920957873772,0.9915588767752466,1.0372573575017028,1.0378432842443424,0.9899483741252051,0.989575905050888,0.989575905050888
83,0.532,0.9831544212745619,0.9792140680107476,0.9831077617851807,1.0219217318959921,1.02243579998073,0.9817821156244193,0.9814596728351731,0.9814596728351731
84,0.536,0.9738605284543151,0.9706225128619637,0.9738127319103586,1.0068620528942436,1.0073146508358732,0.9727378431921258,0.9724663138133866,0.9724663138133866
85,0.54,0.9638615390383923,0.9612194715070084,0.9638127340124514,0.9920770351143122,0.9924768199960879,0.9629468492793972,0.9627214527896572,0.9627214527896572
86,0.544,0.9533132062664683,0.9511597126742222,0.9532635174272441,0.9775643520218797,0.9779185728337475,0.9525672205613639,0.952381398212498,0.952381398212498
87,0.548,0.9423591392389977,0.9405996617807731,0.9423086787146902,0.9633208736297597,0.963635628576872,0.9417483116764394,0.9415955195744088,0.9415955195744088
88,0.552,0.9311211967031573,0.9296773970910387,0.9310700617452246,0.9493428542089924,0.9496232964102734,0.9306182023467,0.9304926152177861,0.9304926152177861
89,0.556,0.919698557596264,0.9185074367843372,0.9196468310880255,0.9356260809076388,0.9358765836121246,0.9192816422218457,0.9191783417748406,0.9191783417748406
90,0.56,0.9081701466451454,0.9071817506126761,0.9081178987059513,0.9221659917042391,0.922390281625248,0.9078221686671387,0.9077371111390897,0.9077371111390897
91,0.564,0.8965979816364357,0.8957729184449881,0.8965452714954201,0.9089577692212988,0.9091590346523318,0.8963054781347578,0.8962353820859646,0.8962353820859646
92,0.568,0.8850304314910846,0.8843376562427426,0.8849773092729452,0.8959964154637906,0.8961773943570984,0.8847828199684807,0.8847250375115576,0.8847250375115576
93,0.572,0.8735050317800078,0.8729200208971972,0.8734515400715446,0.8832768114265521,0.8834398634778188,0.8732939668247791,0.8732463639602924,0.8732463639602924
94,0.576,0.8620507886849398,0.8615540915187391,0.8619969638546674,0.8707937646526942,0.8709409305605895,0.8618696583098573,0.8618305127996947,0.8618305127996947
95,0.58,0.8506900132077063,0.8502661248132373,0.8506358864943714,0.8585420471611312,0.8586750975557271,0.8505335501384431,0.8505014678992082,0.8505014678992082
96,0.584,0.8394397612399617,0.83907625298773,0.8393853596409717,0.8465164256481138,0.8466369016597773,0.8393037447664486,0.8392775928912226,0.8392775928912226
97,0.588,0.8283129570342647,0.8279998082171551,0.8282583040274794,0.8347116854695285,0.8348209325038173,0.8281939846481149,0.8281728383415087,0.8281728383415087
98,0.592,0.817319268022025,0.8170483518228583,0.8172643841515972,0.8231226496006981,0.8232218455678756,0.8172145802452964,0.8171976809914632,0.8171976809914632
99,0.596,0.8064657865631195,0.8062304737485668,0.8064106899156123,0.8117441935279816,0.8118343725273439,0.806373132137694,0.8063598547664603,0.8063598547664603
100,0.6,0.7957575625469298,0.7955524147519184,0.7957022691393183,0.800571256836101,0.8006533290997733,0.7956750942296591,0.7956649209617731,0.7956649209617731
101,0.604,0.7851980209160905,0.7850185521579173,0.7851425450131154,0.7895988521050171,0.7896736208512923,0.7851242145240936,0.7851167144657067,0.7851167144657067
102,0.608,0.7747892902972012,0.7746317805863536,0.7747336446720271,0.7788220716112879,0.7788902473348607,0.7747228814740887,0.774717694360856,0.774717694360856
103,0.612,0.764532462779409,0.7643938116586461,0.7644766589286957,0.7682360922343094,0.7682983048629235,0.7644723973259653,0.7644692205842996,0.7644692205842996
