time,value,PowerTranfer,peak,mean,t_stablility,stability
0.0,195.90219382875915,4951.448975216779,359.9759742649336,169.00182031917728,60.0,0.0
0.01,195.9021938293729,4951.448975060854,,,,
0.02,195.90219383270517,4951.4489734649305,,,,
0.03,195.90219384157052,4951.448971341544,,,,
0.04,195.9021938578606,4951.44896871599,,,,
0.05,195.9021938820683,4951.448965579324,,,,
0.06,195.90219391338172,4951.44896191467,,,,
0.07,195.90219394962236,4951.448957704304,,,,
0.08,195.90219398716283,4951.448952906633,,,,
0.09,195.9021940208394,4951.448947478903,,,,
0.1,195.9021940438277,4951.4489413853535,,,,
0.11,195.90219404749342,4951.448934564221,,,,
0.125,195.90219399145263,4951.448923323248,,,,
0.14,195.90219382395827,4951.448909630535,,,,
0.155,195.90219348894212,4951.448893563824,,,,
0.17,195.9021929164181,4951.448874781594,,,,
0.185,195.90219202181288,4951.448852868022,,,,
0.2,195.90219070448006,4951.448827425828,,,,
0.215,195.90218884635928,4951.448797869196,,,,
0.23,195.90218631079566,4951.448763566606,,,,
0.245,195.90218294127456,4951.4487239544915,,,,
0.26,195.9021785602659,4951.4486781682135,,,,
0.275,195.90217296824414,4951.448625419319,,,,
0.297,195.90216178089776,4951.448536390507,,,,
0.32,195.90214651707169,4951.448421842623,,,,
0.342,195.9021262012946,4951.44828221934,,,,
0.365,195.9020997241084,4951.4481133390045,,,,
0.387,195.90206584765193,4951.447909823477,,,,
0.41,195.90202320439067,4951.447667054739,,,,
0.432,195.90197029998535,4951.447378205073,,,,
0.455,195.90190551912218,4951.447036690726,,,,
0.477,195.90182713175938,4951.446635833094,,,,
0.5,195.9017333023474,4951.446166847386,,,,
0.522,195.9016221012541,4951.44562172967,,,,
0.556,195.90141794188156,4951.4446958166045,,,,
0.59,195.90116293076557,4951.443488408233,,,,
0.624,195.90084966949814,4951.44202332637,,,,
0.657,195.90047070008802,4951.4402534042865,,,,
0.691,195.90001863288924,4951.438133266709,,,,
0.725,195.89948628240586,4951.4356210114165,,,,
0.759,195.8988668473467,4951.432661422212,,,,
0.792,195.89815475934574,4951.4289380939845,,,,
0.826,195.8973450953054,4951.425223316325,,,,
0.86,195.89643326365686,4951.420248195556,,,,
0.894,195.89541564542355,4951.41532443644,,,,
0.944,195.8936856494925,4951.4055916635225,,,,
0.995,195.89171182988062,4951.394371028176,,,,
1.0,195.89149327038217,4951.393061128829,,,,
1.005,195.8944251178098,1687.9072551777642,,,,
1.012,195.90293997852953,1689.268533367247,,,,
1.022,195.92561529755346,1691.6270789932923,,,,
1.032,195.96428286218406,1694.6717175774477,,,,
1.042,196.0202346697389,1698.5446624156,,,,
1.052,196.09427130112147,1703.306075575137,,,,
1.062,196.1868603153266,1708.9587624357061,,,,
1.072,196.2982498263102,1715.4708481280572,,,,
1.08,196.40683310444697,1721.576972886126,,,,
1.085,196.47746304051017,3682.6390955646666,,,,
1.092,196.5743680530434,3708.158505463257,,,,
1.102,196.724584362077,3744.661876748039,,,,
1.112,196.88110016565008,3778.784229612019,,,,
