time,value,PowerTranfer,peak,mean,t_stablility,stability
0.0,133.20132872114513,2461.212466130368,149.5999790221091,144.7972116821997,36.862,0.0
0.01,133.20132872172508,2461.21246533634,,,,
0.02,133.20132872474815,2461.212463201208,,,,
0.03,133.20132873250208,2461.212459725768,,,,
0.04,133.20132874628274,2461.21245501289,,,,
0.05,133.20132876603824,2461.212449004933,,,,
0.06,133.20132879043615,2461.212441607467,,,,
0.07,133.2013288168107,2461.2124327122397,,,,
0.08,133.20132884108455,2461.212422181931,,,,
0.09,133.20132885768535,2461.212409858158,,,,
0.1,133.20132885942783,2461.212395571918,,,,
0.11,133.20132883737244,2461.2123791249896,,,,
0.125,133.20132873383602,2461.212351442864,,,,
0.14,133.20132850772262,2461.2123164314808,,,,
0.155,133.2013281028208,2461.2122741616404,,,,
0.17,133.20132744956712,2461.212223667634,,,,
0.185,133.20132646441567,2461.212163729494,,,,
0.2,133.20132504845452,2461.2120930411884,,,,
0.215,133.20132308616692,2461.2120101093506,,,,
0.23,133.20132044434519,2461.211913285067,,,,
0.245,133.20131697092927,2461.211800822077,,,,
0.26,133.2013124939651,2461.211670758904,,,,
0.275,133.20130682073895,2461.2115209918093,,,,
0.297,133.2012955589242,2461.2112686188852,,,,
0.32,133.2012803059292,2461.210947288956,,,,
0.342,133.20126012765718,2461.2105579464096,,,,
0.365,133.2012339652771,2461.210091578141,,,,
0.387,133.20120064096875,2461.2095364355446,,,,
0.41,133.2011588572795,2461.2088807091386,,,,
0.432,133.20110720050855,2461.208110938497,,,,
0.455,133.20104414668106,2461.2072128497766,,,,
0.477,133.20096806797397,2461.2061711029946,,,,
0.5,133.20087724212308,2461.2049691953225,,,,
0.522,133.2007698637139,2461.2035898206163,,,,
0.556,133.20057329898205,2461.201273328239,,,,
0.59,133.20032854087205,2461.1983380217744,,,,
0.624,133.20002873963875,2461.194820051349,,,,
0.657,133.1996670273362,2461.1906507990375,,,,
0.691,133.19923663792977,2461.1857419916605,,,,
0.725,133.19873103458548,2461.1800178347535,,,,
0.759,133.1981440768629,2461.1733850314586,,,,
