time,value,PowerTranfer,peak,mean,t_stablility,stability
0.0,127.38386757679584,1080.7072337863667,143.32652271656224,138.83878996160215,43.543,0.0
0.01,127.38386757731254,1080.7072334851216,,,,
0.02,127.38386758010519,1080.707232465315,,,,
0.03,127.3838675874332,1080.707230795288,,,,
0.04,127.38386760058088,1080.707228517641,,,,
0.05,127.38386761945219,1080.7072256029046,,,,
0.06,127.38386764267403,1080.7072220020818,,,,
0.07,127.38386766754084,1080.707217659475,,,,
0.08,127.38386768993789,1080.707212505647,,,,
0.09,127.38386770425836,1080.707206460373,,,,
0.1,127.383867703286,1080.7071994375365,,,,
0.11,127.38386767805498,1080.707191337202,,,,
0.125,127.38386756879532,1080.7071776834805,,,,
0.14,127.3838673357757,1080.7071603700022,,,,
0.155,127.38386692281537,1080.7071394231546,,,,
0.17,127.38386626038275,1080.7071143577605,,,,
0.185,127.38386526501398,1080.7070845597575,,,,
0.2,127.38386383793829,1080.7070493680974,,,,
0.215,127.3838618638486,1080.7070080340495,,,,
0.23,127.38385920982304,1080.7069597298203,,,,
0.245,127.38385572417306,1080.706903572213,,,,
0.26,127.38385123541043,1080.7068385799946,,,,
0.275,127.38384555139059,1080.7067636942843,,,,
0.297,127.38383427679261,1080.7066374422498,,,,
0.32,127.38381901750347,1080.7064765930245,,,,
0.342,127.38379884300218,1080.7062815730974,,,,
0.365,127.38377269869427,1080.706047869839,,,,
0.387,127.38373941178368,1080.7057696018067,,,,
0.41,127.38369769067708,1080.7054407940693,,,,
0.432,127.38364612840468,1080.7050547315237,,,,
0.455,127.3835832086794,1080.7046041736946,,,,
0.477,127.3835073123,1080.7040815948635,,,,
0.5,127.38341672638063,1080.7034785768096,,,,
0.522,127.38330965571285,1080.7027864686559,,,,
0.556,127.3831137062835,1080.701624151746,,,,
0.59,127.38286978286436,1080.7001517062336,,,,
0.624,127.38257108077154,1080.698386611752,,,,
0.657,127.38221078013055,1080.6962949632948,,,,
0.691,127.38178216544537,1080.6938324802193,,,,
0.725,127.38127875194104,1080.6909611378771,,,,
0.759,127.38069445193887,1080.6876343641734,,,,
0.792,127.38002430649945,1080.6835469712428,,,,
0.826,127.3792641216073,1080.6794526154317,,,,
0.86,127.37840994732326,1080.674183215455,,,,
0.894,127.37745882800797,1080.6689189567905,,,,
0.944,127.37584635814281,1080.658881852587,,,,
0.995,127.37401240900658,1080.647506831965,,,,
1.0,127.37381000552398,1080.6462070101118,,,,
1.005,127.37608928338837,611.181912210982,,,,
1.012,127.38280779713924,605.8349369964257,,,,
1.022,127.40087015360197,600.1155973290593,,,,
1.032,127.43192449365222,597.2777342868784,,,,
1.042,127.47709038303961,596.5874633788765,,,,
1.052,127.53700501307911,597.5752073119204,,,,
1.062,127.61197274467742,599.9174707549994,,,,
1.072,127.70207152978807,603.3899095641116,,,,
1.08,127.78970306358615,607.0918477807106,,,,
1.085,127.84650203995548,1534.7380872938702,,,,
1.092,127.92414452594328,1562.9729144683188,,,,
1.102,128.04377866315195,1601.0671940696495,,,,
1.112,128.16707207930907,1633.8905068247677,,,,
1.122,128.29273394754605,1662.9041107111993,,,,
1.132,128.4199046801627,1689.0760506302588,,,,
1.142,128.54803575495183,1713.1177410090609,,,,
1.152,128.67680175426796,1735.505821162921,,,,
1.162,128.80603357199155,1756.5689823358243,,,,
1.172,128.93567008420564,1776.5414676401303,,,,
1.182,129.06572252525606,1795.5876109573755,,,,
1.192,129.19625752041765,1813.8007106340303,,,,
1.202,129.32734875681453,1831.3213880198682,,,,
1.212,129.45908074312112,1848.1475555301422,,,,
1.222,129.5915569979063,1864.3399134188567,,,,
1.232,129.7248635919076,1879.9291287841572,,,,
1.242,129.85907228243883,1894.9400065842974,,,,
1.252,129.99423618026722,1909.3856955521226,,,,
1.262,130.1303865316195,1923.2787378218454,,,,
1.272,130.26753069766946,1936.6326482878337,,,,
1.282,130.40565107486825,1949.453327921833,,,,
1.292,130.5447045382163,1961.74750827458,,,,
1.302,130.6846225859585,1973.5262106930252,,,,
1.312,130.82531211207686,1984.7946704664282,,,,
1.322,130.96665642138964,1995.558671617661,,,,
1.332,131.1085166674009,2005.8299885864867,,,,
1.342,131.25073375353628,2015.6159277713068,,,,
1.352,131.39313031633338,2024.9232684114038,,,,
1.362,131.53551292590015,2033.765648058277,,,,
1.372,131.67767463050228,2042.1534936501764,,,,
1.382,131.81939747131247,2050.0953356913224,,,,
1.392,131.96045503721302,2057.6068540501115,,,,
1.402,132.1006152583724,2064.7018956264715,,,,
1.412,132.23964308729296,2071.390931926094,,,,
1.422,132.37730292784804,2077.6896789201082,,,,
1.432,132.5133616987277,2083.6175463683107,,,,
1.442,132.6475912610846,2089.188516478993,,,,
1.452,132.7797704092355,2094.4189074998912,,,,
1.462,132.9096873728257,2099.3264780912045,,,,
1.472,133.03714189495724,2103.9295205776925,,,,
1.482,133.16194717470245,2108.2457886973307,,,,
1.492,133.28393156198237,2112.2941203316896,,,,
1.502,133.40294003115923,2116.0939384544895,,,,
1.512,133.5188354842433,2119.6637534651886,,,,
1.522,133.63149978365664,2123.0227988841025,,,,
1.532,133.740834528279,2126.1908133082516,,,,
1.542,133.84676164796906,2129.186361078301,,,,
1.552,133.94922373300827,2132.0281869414966,,,,
1.562,134.04818409964264,2134.735568317154,,,,
1.572,134.1436266857395,2137.326230744734,,,,
1.582,134.23556209753227,2139.825790191292,,,,
1.592,134.32400795571195,2142.229728836673,,,,
1.602,134.40900013704146,2144.5745959613937,,,,
1.612,134.49060557882254,2146.870029501998,,,,
1.622,134.56890260952474,2149.131809017851,,,,
1.632,134.64398500524067,2151.3708430684546,,,,
1.642,134.71596082074765,2153.6036654475383,,,,
1.652,134.78495106817803,2155.84249978407,,,,
1.662,134.8510881624522,2158.094720472241,,,,
1.672,134.91451420883996,2160.3731061484195,,,,
1.682,134.97537946939173,2162.687463227081,,,,
1.692,135.03384070386585,2165.0414300151297,,,,
1.702,135.09005936493304,2167.443514672182,,,,
1.712,135.14420002953642,2169.9008198302745,,,,
1.722,135.19642472706846,2172.4258747393496,,,,
1.732,135.2475083047263,2174.9861949800393,,,,
1.742,135.30846723746845,2177.621336261782,,,,
1.752,135.36806404544816,2180.316573767944,,,,
1.762,135.4264449240186,2183.0715517132503,,,,
1.772,135.48375001772584,2185.8878680359,,,,
1.782,135.54011240865088,2188.759355548687,,,,
1.792,135.59565699489772,2191.6816422284546,,,,
1.802,135.65049963033965,2194.6538988748885,,,,
1.812,135.70474651712095,2197.667929478383,,,,
1.822,135.75849349574196,2200.715987177352,,,,
1.832,135.8118255538276,2203.795202149322,,,,
1.842,135.86481663903817,2206.8962165256394,,,,
1.852,135.91752937994784,2210.0086823611346,,,,
1.862,135.97001496344507,2213.128214652314,,,,
1.872,136.02231334417397,2216.245132711969,,,,
1.882,136.07445337403735,2219.3474227394577,,,,
1.892,136.12645301267676,2222.4296681630003,,,,
1.902,136.1783198746548,2225.4827064220335,,,,
1.912,136.23005171175606,2228.4937309528127,,,,
1.922,136.28163689538803,2231.4568587252083,,,,
1.932,136.33305521648535,2234.3639800096635,,,,
1.942,136.3842786388089,2237.202538688989,,,,
1.952,136.43527197487722,2239.9664727158583,,,,
1.962,136.48599384460238,2242.6495372992704,,,,
1.972,136.5363976769113,2245.234431277568,,,,
1.982,136.58643240421657,2247.733769043589,,,,
1.992,136.63604333875327,2250.1225652508683,,,,
2.002,136.68517335768905,2252.3987332965,,,,
2.012,136.73376377117734,2254.557004553855,,,,
2.022,136.7817552124019,2256.5954629531307,,,,
2.032,136.82908864231194,2258.50589927822,,,,
2.042,136.8757060892521,2260.283867816317,,,,
2.052,136.9215514999345,2261.9297444727645,,,,
2.062,136.96657165479576,2263.437790270651,,,,
2.072,137.01071679074025,2264.8044858090216,,,,
2.082,137.0539412645598,2266.032335589878,,,,
2.092,137.0962043113688,2267.1182976874434,,,,
2.102,137.13747050519322,2268.0598468216585,,,,
2.112,137.17771019159372,2268.8613814625432,,,,
2.122,137.2169000435165,2269.5226120707807,,,,
2.132,137.25502333465863,2270.042120958366,,,,
2.142,137.29207012144138,2270.4258284884813,,,,
2.152,137.32803757186576,2270.676187126163,,,,
2.162,137.36293004626413,2270.7928705545437,,,,
2.172,137.39675903195553,2270.782981292063,,,,
2.182,137.4295432407985,2270.6514865932445,,,,
2.192,137.46130850890424,2270.3992238206492,,,,
2.202,137.4920875073385,2270.0340087959175,,,,
2.212,137.52191962473188,2269.5631371532627,,,,
2.222,137.55085040590964,2268.982391557349,,,,
2.232,137.57893141580942,2268.317209676134,,,,
2.242,137.60622054051012,2267.560751834952,,,,
2.252,137.63278093063627,2266.7208688770074,,,,
2.262,137.65868010023019,2265.8056763785116,,,,
2.272,137.6839898332611,2264.825840265954,,,,
2.282,137.7087857438651,2263.785376267967,,,,
2.292,137.7331465866741,2262.6919509000472,,,,
2.302,137.75715370904268,2261.557171415095,,,,
2.312,137.7808905857269,2260.3859399720827,,,,
2.322,137.80444211216562,2259.1851803541513,,,,
2.332,137.82789400852613,2257.966886955781,,,,
2.342,137.8513323720916,2256.7367120723347,,,,
2.352,137.87484300813946,2255.500546310891,,,,
2.362,137.89851031464113,2254.271502499103,,,,
2.372,137.922417465413,2253.0486984340823,,,,
2.382,137.94664684341663,2251.8478701016493,,,,
2.392,137.97127831242756,2250.6746377980876,,,,
2.402,137.9963884079832,2249.5356543952307,,,,
2.412,138.02205047088853,2248.434302003009,,,,
2.422,138.04833415675785,2247.3804559213027,,,,
2.432,138.0753052162372,2246.3809532601845,,,,
2.442,138.1030251740949,2245.4375874231,,,,
2.452,138.13155093044108,2244.558659391884,,,,
2.462,138.16093464181444,2243.750683336156,,,,
2.472,138.19122355603855,2243.0142776225525,,,,
2.482,138.22245972627093,2242.355672578968,,,,
2.492,138.25467999252925,2241.781023846986,,,,
2.502,138.2879159691887,2241.2897084398796,,,,
2.512,138.32219387331327,2240.8857584196912,,,,
2.522,138.35753459371836,2240.5747262706386,,,,
2.532,138.39395382002093,2240.354973099961,,,,
2.542,138.43146198168563,2240.2282236432848,,,,
2.552,138.47006438650266,2240.199296667358,,,,
2.562,138.50976146863883,2240.265726537682,,,,
2.572,138.55054882958763,2240.427129127404,,,,
2.582,138.59241742608455,2240.687303502535,,,,
2.592,138.63535390858877,2241.0433897943353,,,,
2.602,138.6793407461464,2241.4928211618635,,,,
2.612,138.7243564386937,2242.0385472054254,,,,
2.622,138.77488236955764,2242.6775018298113,,,,
2.632,138.84074985227252,2243.405348744187,,,,
2.642,138.90777165437842,2244.2240220114218,,,,
2.652,138.97589497108495,2245.1305944088454,,,,
2.662,139.04506426885928,2246.119344730481,,,,
2.672,139.11522150761303,2247.1911847271745,,,,
2.682,139.18630658930593,2248.3436194082647,,,,
2.692,139.25825765634414,2249.569950354262,,,,
2.702,139.33101128266986,2250.8701143143735,,,,
2.712,139.40450289108162,2252.2422394750697,,,,
2.722,139.47866706281766,2253.6791613157206,,,,
2.732,139.55343768641765,2255.1798706881327,,,,
2.742,139.62874832006688,2256.743310743414,,,,
2.752,139.70453249591066,2258.362266422825,,,,
2.762,139.78072382080452,2260.0348958236923,,,,
2.772,139.8572562659216,2261.7609872199046,,,,
2.782,139.9340644520997,2263.5337311641415,,,,
2.792,140.01108370167813,2265.3505179690615,,,,
2.802,140.08825024399573,2267.2120138481737,,,,
2.812,140.1655014714513,2269.1121807152194,,,,
2.822,140.2427759455975,2271.047694095105,,,,
2.832,140.32001351291365,2273.0200595911474,,,,
2.842,140.39715552432875,2275.0242444590494,,,,
2.852,140.4741448045638,2277.0564740549157,,,,
2.862,140.55092568050804,2279.1187593750283,,,,
2.872,140.6274441595588,2281.207476781012,,,,
2.882,140.70364787071372,2283.3182128218114,,,,
2.892,140.77948600859827,2285.453468938456,,,,
2.902,140.85490946735757,2287.6108686088874,,,,
2.912,140.92987076986853,2289.785968965841,,,,
2.922,141.00432394686158,2291.98125004809,,,,
2.932,141.0782246260894,2294.195737640022,,,,
2.942,141.15152995564335,2296.4248297971885,,,,
2.952,141.2241984297624,2298.67084259367,,,,
2.962,141.2961899374365,2300.9340859102394,,,,
2.972,141.3674656949476,2303.209984104725,,,,
2.982,141.4379880356784,2305.500379255166,,,,
2.992,141.50772042209508,2307.8067460437182,,,,
3.002,141.57662739791576,2310.1246187601364,,,,
3.012,141.6446743612771,2312.4551734241177,,,,
