time,value,PowerTranfer,peak,mean,t_stablility,stability
0.0,177.5705121307941,2064.3816832246494,359.8976481017121,185.39076826309892,60.0,0.0
0.01,177.57051213144535,2064.3816829445727,,,,
0.02,177.57051213487983,2064.381682018651,,,,
0.03,177.57051214380806,2064.3816806532877,,,,
0.04,177.57051215993891,2064.381678890295,,,,
0.05,177.5705121835915,2064.3816767177755,,,,
0.06,177.57051221378975,2064.3816741164305,,,,
0.07,177.57051224820174,2064.3816710639653,,,,
0.08,177.57051228305835,2064.3816675236717,,,,
0.09,177.57051231306693,2064.3816634549953,,,,
0.1,177.5705123312885,2064.3816588189047,,,,
0.11,177.57051232899101,2064.381653561435,,,,
0.125,177.57051226157324,2064.3816448122425,,,,
0.14,177.57051207963872,2064.3816339664713,,,,
0.155,177.57051172706835,2064.3816210768828,,,,
0.17,177.5705111339779,2064.3816058657344,,,,
0.185,177.5705102160746,2064.3815879917147,,,,
0.2,177.5705088732032,2064.38156710778,,,,
0.215,177.5705069880355,2064.3815427670706,,,,
0.23,177.57050442491843,2064.381514484707,,,,
0.245,177.57050102863823,2064.3814817928587,,,,
0.26,177.5704966232982,2064.381444062621,,,,
0.275,177.5704910113767,2064.38140068965,,,,
0.297,177.57047980825453,2064.381327655259,,,,
0.32,177.57046455400953,2064.3812344922117,,,,
0.342,177.570444285539,2064.3811216128934,,,,
0.365,177.57041790848243,2064.380986112642,,,,
0.387,177.5703842028943,2064.3808242472737,,,,
0.41,177.5703418221813,2064.380632673994,,,,
0.432,177.57028929616172,2064.3804067700107,,,,
0.455,177.57022503695487,2064.380142030356,,,,
0.477,177.57014734529844,2064.3798338095867,,,,
0.5,177.57005441980104,2064.3794764406402,,,,
0.522,177.56994436831542,2064.3790644713517,,,,
0.556,177.56974249211598,2064.3783696991904,,,,
0.59,177.56949056373801,2064.3774789591716,,,,
0.624,177.56918135161408,2064.376407188305,,,,
0.657,177.56880757751193,2064.3751275742425,,,,
0.691,177.56836204263521,2064.3736103628535,,,,
0.725,177.56783776105033,2064.3718295623516,,,,
0.759,177.56722813614493,2064.3697517824203,,,,
0.792,177.5665277762486,2064.367172666166,,,,
0.826,177.5657319713576,2064.364597636325,,,,
0.86,177.56483631823005,2064.361216459304,,,,
0.894,177.56383739592553,2064.357860656208,,,,
0.944,177.56214053101323,2064.351345736269,,,,
0.995,177.5602062756522,2064.3439048916925,,,,
1.0,177.55999230374132,2064.3430458531343,,,,
1.005,177.56283094683232,1208.7744231681593,,,,
1.012,177.5710960414478,1210.3506874965628,,,,
1.022,177.59315160098254,1213.1813689194967,,,,
1.032,177.63083768904806,1216.8281085440226,,,,
1.042,177.68544444308256,1221.3791614655809,,,,
1.052,177.75775581898074,1226.8652589694404,,,,
1.062,177.84820979030613,1233.2812683881884,,,,
1.072,177.9570134356326,1240.5992033269388,,,,
