time,value,PowerTranfer,peak,mean,t_stablility,stability
0.0,125.08694359975615,1146.2661717773278,130.22629291487755,125.0759415340134,23.673,0.0
0.01,125.0869435997345,1146.2661718550032,,,,
0.02,125.08694359966212,1146.2661718630166,,,,
0.03,125.08694359955255,1146.266171872975,,,,
0.04,125.08694359944116,1146.2661718862294,,,,
0.05,125.08694359935768,1146.266171902897,,,,
0.06,125.08694359933116,1146.2661719216185,,,,
0.07,125.08694359938798,1146.2661719418609,,,,
0.08,125.0869435995512,1146.2661719631694,,,,
0.09,125.0869435998398,1146.266171985143,,,,
0.1,125.08694360026853,1146.2661720075344,,,,
0.11,125.08694360084758,1146.2661720302249,,,,
0.125,125.0869436020088,1146.2661720641947,,,,
0.14,125.08694360351907,1146.2661720994397,,,,
0.155,125.0869436053592,1146.266172135262,,,,
0.17,125.08694360749288,1146.266172171824,,,,
0.185,125.08694360987126,1146.266172209674,,,,
0.2,125.08694361243778,1146.266172248146,,,,
0.215,125.08694361513238,1146.2661722880623,,,,
0.23,125.08694361789549,1146.2661723282677,,,,
0.245,125.0869436206712,1146.2661723695512,,,,
0.26,125.08694362340954,1146.266172410481,,,,
0.275,125.08694362606772,1146.2661724520306,,,,
0.297,125.08694362982736,1146.2661725128837,,,,
0.32,125.08694363324804,1146.2661725727455,,,,
0.342,125.08694363627976,1146.2661726287506,,,,
0.365,125.08694363890416,1146.2661726850486,,,,
0.387,125.08694364112796,1146.266172734583,,,,
0.41,125.08694364297747,1146.266172785857,,,,
0.432,125.0869436444948,1146.266172829228,,,,
0.455,125.08694364573692,1146.2661728771027,,,,
0.477,125.0869436467704,1146.2661729143342,,,,
0.5,125.08694364767474,1146.266172962073,,,,
0.522,125.08694364853577,1146.266172993745,,,,
0.556,125.08694364998864,1146.2661730663049,,,,
0.59,125.08694365187036,1146.2661731068897,,,,
0.624,125.0869436545366,1146.2661732035326,,,,
0.657,125.08694365803436,1146.2661731912826,,,,
0.691,125.0869436624114,1146.2661733358002,,,,
0.725,125.08694366762288,1146.266173282594,,,,
0.759,125.08694367398164,1146.2661735016325,,,,
0.792,125.08694368090354,1146.2661733356724,,,,
0.826,125.08694368966506,1146.2661737848389,,,,
0.86,125.08694369868049,1146.2661732519737,,,,
0.894,125.08694370942284,1146.2661741846578,,,,
