time,value,PowerTranfer,peak,mean,t_stablility,stability
0.0,121.94911650450811,1087.9896992616211,126.89830180174111,121.94039143467717,23.498,0.0
0.01,121.94911650446014,1087.989699222232,,,,
0.02,121.94911650428051,1087.9896992055737,,,,
0.03,121.94911650395147,1087.9896991950177,,,,
0.04,121.94911650350306,1087.9896991826047,,,,
0.05,121.94911650295955,1087.9896991689272,,,,
0.06,121.94911650234447,1087.9896991538458,,,,
0.07,121.94911650167921,1087.9896991373712,,,,
0.08,121.94911650098257,1087.9896991193802,,,,
0.09,121.94911650027046,1087.9896990997277,,,,
0.1,121.94911649955577,1087.9896990782922,,,,
0.11,121.94911649884813,1087.9896990549016,,,,
0.125,121.94911649781258,1087.989699016628,,,,
0.14,121.94911649681224,1087.9896989729461,,,,
0.155,121.94911649583987,1087.9896989237238,,,,
0.17,121.94911649487499,1087.9896988692112,,,,
0.185,121.94911649388652,1087.9896988094495,,,,
0.2,121.9491164928362,1087.9896987451082,,,,
0.215,121.94911649168189,1087.989698676171,,,,
0.23,121.9491164903811,1087.9896986034173,,,,
0.245,121.94911648889365,1087.9896985266323,,,,
0.26,121.9491164871838,1087.9896984465936,,,,
0.275,121.9491164852216,1087.9896983628555,,,,
0.297,121.94911648175156,1087.9896982332966,,,,
0.32,121.94911647760891,1087.9896980954002,,,,
0.342,121.94911647277348,1087.989697952452,,,,
0.365,121.94911646726072,1087.9896978031034,,,,
0.387,121.94911646111241,1087.9896976521707,,,,
0.41,121.94911645439092,1087.9896974971196,,,,
0.432,121.94911644717575,1087.9896973445354,,,,
0.455,121.94911643956536,1087.9896971901644,,,,
0.477,121.94911643166529,1087.9896970425789,,,,
0.5,121.94911642359726,1087.9896968939424,,,,
0.522,121.9491164154836,1087.9896967571299,,,,
0.556,121.94911640358802,1087.9896965498892,,,,
0.59,121.94911639227797,1087.9896963739143,,,,
0.624,121.94911638207752,1087.9896961901727,,,,
0.657,121.94911637280974,1087.9896960718065,,,,
0.691,121.9491163642783,1087.9896959168855,,,,
0.725,121.94911635620247,1087.9896958658892,,,,
0.759,121.94911634909514,1087.9896957185038,,,,
0.792,121.94911634172716,1087.9896957340152,,,,
0.826,121.94911633642138,1087.989695515853,,,,
0.86,121.94911633077166,1087.9896956738758,,,,
0.894,121.94911632781435,1087.989695289068,,,,
0.944,121.94911628569578,1087.9896957730882,,,,
0.995,121.94911603683161,1087.9896956184273,,,,
1.0,121.94911612115246,1087.9896949575223,,,,
1.005,121.95022763730809,562.3995583717681,,,,
1.012,121.95347635406523,543.7461825251039,,,,
1.022,121.96240166662602,521.9313940876481,,,,
1.032,121.97835299772528,506.93503762439946,,,,
1.042,122.00258955034897,496.2541611248056,,,,
1.052,122.03615586937232,488.34519690458393,,,,
1.062,122.07991421641019,482.26476218625385,,,,
1.072,122.13456527636316,477.44278000809504,,,,
1.08,122.18964781989088,474.20270659754175,,,,
1.085,122.22670205231466,911.6878487540961,,,,
1.092,122.27862894541201,936.6684087857344,,,,
1.102,122.36114253973783,966.3517339751033,,,,
1.112,122.44979284786876,987.2112988815976,,,,
