time,value,PowerTranfer,peak,mean,t_stablility,stability
0.0,128.25310392788614,2479.0352367923524,133.44430388047857,128.24306596152925,23.757,0.0
0.01,128.25310392787765,2479.035237332412,,,,
0.02,128.25310392785082,2479.0352372624893,,,,
0.03,128.253103927818,2479.035237288323,,,,
0.04,128.2531039278084,2479.0352373409,,,,
0.05,128.2531039278557,2479.035237437934,,,,
0.06,128.25310392799707,2479.035237560903,,,,
0.07,128.25310392827046,2479.03523770846,,,,
0.08,128.25310392871242,2479.035237876592,,,,
0.09,128.25310392935666,2479.0352380627264,,,,
0.1,128.25310393023315,2479.035238264136,,,,
0.11,128.25310393136712,2479.035238480421,,,,
0.125,128.25310393359646,2479.035238821174,,,,
0.14,128.25310393649735,2479.0352392014283,,,,
0.155,128.25310394009276,2479.03523960659,,,,
0.17,128.25310394438347,2479.035240036098,,,,
0.185,128.25310394935332,2479.0352404921377,,,,
0.2,128.2531039549741,2479.0352409640104,,,,
0.215,128.253103961211,2479.0352414613726,,,,
0.23,128.25310396802655,2479.035241968674,,,,
0.245,128.25310397538397,2479.035242497568,,,,
0.26,128.2531039832494,2479.0352430300454,,,,
0.275,128.25310399159284,2479.035243582437,,,,
0.297,128.25310400495357,2479.035244404129,,,,
0.32,128.25310401927527,2479.035245262577,,,,
0.342,128.25310403449132,2479.035246099605,,,,
0.365,128.25310405053068,2479.0352469870268,,,,
0.387,128.25310406731916,2479.035247809225,,,,
0.41,128.2531040847782,2479.035248702231,,,,
0.432,128.25310410282617,2479.0352494957538,,,,
0.455,128.2531041213711,2479.0352503934864,,,,
0.477,128.2531041403308,2479.0352511285464,,,,
0.5,128.25310415961795,2479.035252059651,,,,
0.522,128.2531041791591,2479.035252712167,,,,
0.556,128.25310420872486,2479.0352541465218,,,,
0.59,128.25310423858184,2479.035254974465,,,,
0.624,128.25310426833235,2479.035256812173,,,,
0.657,128.2531042986173,2479.035256584757,,,,
0.691,128.25310432992651,2479.035259327039,,,,
0.725,128.25310436278698,2479.0352580707577,,,,
0.759,128.2531043961754,2479.0352624500783,,,,
0.792,128.25310443176818,2479.03525873671,,,,
