time,value,PowerTranfer,peak,mean,t_stablility,stability
0.0,121.94979882996098,2238.3349823036087,126.77130091902568,121.9442544863039,23.523,0.0
0.01,121.94979882993673,2238.3349823406515,,,,
0.02,121.94979882983782,2238.33498232234,,,,
0.03,121.94979882963898,2238.334982315022,,,,
0.04,121.94979882934668,2238.3349823098706,,,,
0.05,121.94979882897258,2238.3349823069766,,,,
0.06,121.94979882852928,2238.33498230542,,,,
0.07,121.94979882802872,2238.334982304727,,,,
0.08,121.94979882748058,2238.3349823043163,,,,
0.09,121.94979882689157,2238.3349823039207,,,,
0.1,121.94979882626497,2238.3349823031795,,,,
0.11,121.9497988256008,2238.334982301973,,,,
0.125,121.94979882452442,2238.3349822989367,,,,
0.14,121.94979882333104,2238.334982294964,,,,
0.155,121.94979882198834,2238.334982289379,,,,
0.17,121.94979882045652,2238.3349822826613,,,,
0.185,121.9497988186919,2238.3349822747045,,,,
0.2,121.94979881665076,2238.334982266285,,,,
0.215,121.94979881429212,2238.334982256906,,,,
0.23,121.94979881158048,2238.3349822473147,,,,
0.245,121.9497988084876,2238.3349822367545,,,,
0.26,121.94979880499318,2238.334982225894,,,,
0.275,121.94979880108524,2238.334982213657,,,,
0.297,121.94979879443868,2238.3349821948,,,,
0.32,121.94979878686634,2238.3349821715647,,,,
0.342,121.94979877841902,2238.334982145609,,,,
0.365,121.9497987691797,2238.334982113593,,,,
0.387,121.94979875925536,2238.3349820800418,,,,
0.41,121.949798748772,2238.334982039922,,,,
0.432,121.94979873787216,2238.334982000347,,,,
0.455,121.94979872671556,2238.334981954516,,,,
0.477,121.94979871547098,2238.334981912859,,,,
0.5,121.94979870431544,2238.334981863245,,,,
0.522,121.94979869342654,2238.334981823302,,,,
0.556,121.94979867802104,2238.334981748257,,,,
0.59,121.9497986641214,2238.3349816931204,,,,
0.624,121.94979865218288,2238.334981607245,,,,
0.657,121.94979864236234,2238.3349815899364,,,,
0.691,121.9497986345981,2238.334981504331,,,,
0.725,121.94979862874784,2238.3349815372244,,,,
0.759,121.94979862460072,2238.334981423526,,,,
0.792,121.94979862156204,2238.334981494748,,,,
0.826,121.94979861911364,2238.334981218903,,,,
0.86,121.94979861700806,2238.334981432203,,,,
0.894,121.94979861479344,2238.3349808457656,,,,
